employee,VOTE,amount
291494,534,"186,320"
291522,534,"121,300"
291602,534,"178,870"
291658,534,"126,400"
291702,534,"48,700"
291710,534,"194,200"
291722,534,"240,900"
291758,534,"142,000"
291778,534,"170,800"
291782,534,"185,600"
291786,534,"199,871"
291798,534,"189,229"
291802,534,"146,923"
291870,534,"189,432"
291886,534,"52,500"
291890,534,"203,800"
291906,534,"183,902"
291922,534,"30,111"
291938,534,"199,027"
291946,534,"211,300"
291966,534,"182,944"
291974,534,"229,578"
291978,534,"38,200"
292050,534,"264,626"
292101,534,"184,300"
292105,534,"184,442"
292109,534,"219,500"
292121,534,"174,600"
292149,534,"187,000"
292189,534,"194,200"
292197,534,"179,982"
292201,534,"17,200"
292205,534,"30,800"
292217,534,"254,187"
292221,534,"250,200"
292237,534,"194,356"
292249,534,"37,500"
292253,534,"136,100"
292281,534,"183,100"
292289,534,"183,387"
292297,534,"181,925"
292305,534,"169,766"
292313,534,"99,900"
292321,534,"148,700"
292325,534,"194,200"
292329,534,"193,200"
292349,534,"167,634"
292353,534,"199,737"
292365,534,"178,400"
292385,534,"126,400"
292409,534,"189,365"
292421,534,"198,400"
292425,534,"139,984"
292437,534,"193,300"
292445,534,"185,800"
292465,534,"226,300"
292500,534,"43,790"
292517,534,"31,800"
292521,534,"193,200"
292536,534,"24,411"
292539,534,"242,400"
292546,534,"29,100"
292557,534,"138,400"
292574,534,"188,900"
292579,534,"138,933"
292595,534,"191,519"
292615,534,"20,000"
292625,534,"180,000"
292633,534,"20,000"
292649,534,"177,733"
292665,534,"34,600"
292684,534,"193,340"
292696,534,"193,000"
292704,534,"148,700"
292705,534,"194,200"
292725,534,"223,900"
292733,534,"177,800"
292745,534,"30,200"
292757,534,"177,000"
292761,534,"219,500"
292789,534,"23,800"
292805,534,"192,833"
292824,534,"229,570"
292849,534,"198,400"
292853,534,"180,000"
309674,534,"189,911"
396164,534,"198,590"
540030,534,"186,700"
540744,534,"202,667"
540931,534,"122,632"
603247,534,"49,000"
683392,534,"34,700"
683409,534,"193,452"
683424,534,"187,563"
683512,534,"185,800"
683562,534,"168,600"
704556,534,"63,400"
704573,534,"104,000"
709406,534,"176,319"
731491,534,"200,472"
731501,534,"185,800"
731724,534,"193,100"
731759,534,"177,070"
799281,534,"111,500"
799288,534,"37,000"
799292,534,"182,333"
799308,534,"190,415"
799312,534,"20,838"
799321,534,"159,300"
799328,534,"184,125"
799345,534,"173,173"
799355,534,"33,800"
799377,534,"121,300"
799384,534,"171,485"
799452,534,"34,700"
799457,534,"187,374"
799538,534,"187,093"
799541,534,"172,367"
799543,534,"121,300"
799589,534,"189,900"
799592,534,"129,861"
805783,534,"177,331"
946253,534,"185,800"
946254,534,"185,800"
946259,534,"24,570"
946276,534,"74,400"
946289,534,"181,807"
946296,534,"185,500"
946310,534,"185,500"
946311,534,"138,200"
946314,534,"192,745"
955211,534,"189,300"
955526,534,"181,600"
955530,534,"185,800"
955533,534,"147,800"
955612,534,"181,925"
955876,534,"186,133"
977592,534,"184,173"
1019169,534,"109,766"
1060210,534,"179,400"
1060229,534,"171,752"
1060967,534,"181,000"
1067191,534,"170,900"
1067203,534,"177,800"
1067205,534,"171,752"
187014,534,"227,900"
288947,534,"213,918"
288972,534,"156,200"
290942,534,"22,213"
290957,534,"243,240"
291120,534,"33,100"
292397,534,"227,900"
292461,534,"202,000"
292713,534,"162,600"
292837,534,"103,100"
292865,534,"192,600"
540482,534,"247,001"
732102,534,"121,300"
965068,534,"193,300"
966763,534,"253,300"
1032417,534,"215,300"
1032419,534,"193,300"
1032420,534,"123,300"
1032527,534,"239,500"
1032667,534,"269,900"
1032669,534,"171,833"
1032671,534,"143,387"
1050595,534,"213,346"
755569,535,"296,296"
851268,535,"385,223"
857130,535,"494,000"
965805,535,"493,978"
965810,535,"250,300"
965834,535,"493,767"
966053,535,"477,610"
966060,535,"230,000"
966064,535,"530,000"
966310,535,"492,480"
966311,535,"260,174"
416537,535,"259,757"
700554,535,"256,660"
732213,535,"188,952"
732903,535,"256,622"
366826,535,"210,151"
418201,535,"248,700"
755554,535,"209,877"
755567,535,"274,321"
755575,535,"182,000"
755576,535,"303,276"
755583,535,"186,451"
755584,535,"23,900"
755588,535,"109,954"
755589,535,"451,011"
755602,535,"161,191"
755603,535,"512,000"
755623,535,"162,778"
755650,535,"313,987"
755675,535,"272,298"
755676,535,"172,700"
755682,535,"261,700"
755805,535,"138,500"
755808,535,"138,602"
755812,535,"512,000"
755814,535,"122,500"
755820,535,"143,617"
755822,535,"220,667"
755826,535,"145,209"
798507,535,"182,027"
818213,535,"583,523"
818220,535,"168,930"
818224,535,"179,095"
818226,535,"109,800"
818233,535,"117,400"
818234,535,"196,350"
851266,535,"99,750"
851269,535,"150,500"
851272,535,"143,673"
857108,535,"174,728"
857110,535,"178,731"
857111,535,"172,700"
857118,535,"107,761"
857133,535,"172,991"
857134,535,"52,700"
857137,535,"138,432"
857138,535,"260,000"
857146,535,"110,298"
857153,535,"135,430"
857158,535,"276,296"
857162,535,"294,900"
867056,535,"584,000"
867058,535,"241,736"
938659,535,"102,989"
965799,535,"177,400"
966078,535,"145,800"
966098,535,"113,333"
966101,535,"143,500"
997444,535,"127,067"
1003481,535,"126,213"
1041624,535,"168,883"
1042084,535,"192,674"
1042460,535,"200,000"
1042836,535,"218,268"
1042938,535,"35,175"
1044333,535,"178,373"
1045822,535,"35,000"
1047886,535,"173,200"
1048485,535,"35,000"
755601,535,"178,807"
755608,535,"101,100"
755608,535,"25,620"
755609,535,"234,300"
755613,535,"251,600"
755617,535,"233,793"
755620,535,"219,321"
755630,535,"151,000"
755631,535,"201,338"
755634,535,"230,000"
755636,535,"27,600"
755644,535,"24,400"
755655,535,"234,373"
755658,535,"242,632"
755660,535,"181,800"
755661,535,"234,227"
755667,535,"103,500"
755669,535,"121,689"
755685,535,"178,150"
755688,535,"138,792"
755694,535,"22,300"
755696,535,"146,000"
755698,535,"126,973"
755702,535,"123,799"
755704,535,"136,706"
755705,535,"100,033"
755706,535,"97,200"
755711,535,"137,623"
755720,535,"136,706"
755724,535,"136,673"
755725,535,"233,547"
755726,535,"114,400"
755728,535,"110,100"
755729,535,"136,269"
755730,535,"234,347"
755731,535,"80,883"
755733,535,"270,000"
755734,535,"130,586"
755739,535,"167,395"
755740,535,"116,426"
755743,535,"138,903"
755744,535,"125,757"
755747,535,"135,539"
755749,535,"136,695"
755750,535,"101,400"
755752,535,"208,900"
755754,535,"133,721"
755756,535,"80,883"
755762,535,"118,320"
755771,535,"320,000"
755790,535,"185,800"
755793,535,"29,500"
755795,535,"178,150"
755797,535,"80,001"
755800,535,"232,100"
804538,535,"40,300"
804547,535,"330,000"
804553,535,"40,300"
818203,535,"281,000"
818216,535,"314,353"
818218,535,"301,094"
818244,535,"191,600"
818245,535,"184,313"
818248,535,"314,000"
818265,535,"180,417"
818268,535,"179,063"
818272,535,"234,374"
832517,535,"270,200"
834516,535,"182,900"
851275,535,"22,400"
851279,535,"250,715"
851285,535,"314,951"
851286,535,"339,055"
851287,535,"322,506"
851288,535,"234,373"
857116,535,"44,200"
857136,535,"115,562"
857139,535,"176,793"
857141,535,"161,556"
862725,535,"173,818"
862734,535,"340,001"
862735,535,"192,700"
862737,535,"22,800"
862738,535,"223,873"
862743,535,"32,865"
862746,535,"203,704"
862747,535,"179,870"
870310,535,"137,446"
873106,535,"197,000"
873113,535,"127,300"
873137,535,"122,000"
873146,535,"170,000"
873950,535,"196,173"
873954,535,"215,077"
873956,535,"119,801"
873958,535,"240,000"
873962,535,"239,400"
874252,535,"28,980"
938662,535,"85,773"
965807,535,"165,800"
965830,535,"234,000"
965917,535,"314,947"
966072,535,"134,321"
966317,535,"166,025"
971242,535,"234,373"
971258,535,"234,190"
971258,535,"4,836"
971316,535,"164,600"
972822,535,"171,143"
1003632,535,"86,500"
1003659,535,"104,747"
1003767,535,"193,172"
1003771,535,"143,500"
1003777,535,"104,747"
1003802,535,"109,730"
1003826,535,"128,723"
1003829,535,"104,747"
1003834,535,"96,800"
1004040,535,"106,990"
1004041,535,"128,018"
1004043,535,"101,084"
1005105,535,"89,400"
1005107,535,"234,373"
1005152,535,"223,887"
1006061,535,"123,032"
1025713,535,"217,668"
223433,535,"185,800"
276940,535,"177,400"
348493,535,"210,858"
362807,535,"167,100"
362812,535,"173,440"
362827,535,"179,167"
362856,535,"182,108"
362862,535,"211,928"
362872,535,"159,934"
362889,535,"127,600"
362904,535,"180,600"
362909,535,"178,000"
362917,535,"199,400"
362932,535,"153,440"
362957,535,"206,400"
362962,535,"172,666"
362982,535,"209,756"
362992,535,"191,000"
362997,535,"204,175"
363017,535,"37,200"
363022,535,"158,667"
363032,535,"215,000"
363042,535,"193,167"
363047,535,"173,100"
363052,535,"206,900"
363062,535,"215,300"
363067,535,"264,228"
363072,535,"148,446"
363077,535,"163,600"
363092,535,"130,507"
363097,535,"181,600"
363102,535,"137,150"
363107,535,"95,926"
363117,535,"109,433"
363137,535,"209,766"
363142,535,"192,667"
363152,535,"264,588"
363162,535,"23,900"
363167,535,"165,522"
363172,535,"192,508"
363177,535,"139,467"
363202,535,"164,400"
363222,535,"113,400"
363232,535,"78,700"
363237,535,"198,333"
363262,535,"126,296"
363267,535,"172,000"
363272,535,"192,320"
363305,535,"176,717"
363315,535,"245,049"
363340,535,"226,700"
363345,535,"214,909"
363390,535,"30,315"
363395,535,"187,532"
363420,535,"177,685"
363440,535,"194,429"
363471,535,"251,100"
363510,535,"193,196"
363545,535,"189,292"
363555,535,"166,900"
363590,535,"114,900"
363595,535,"151,247"
363605,535,"166,876"
363610,535,"198,623"
363635,535,"73,664"
363645,535,"197,414"
363650,535,"160,000"
363665,535,"213,519"
363675,535,"35,000"
363730,535,"238,500"
363750,535,"188,500"
363760,535,"179,359"
363765,535,"264,163"
363775,535,"212,823"
363785,535,"179,166"
363795,535,"257,595"
363805,535,"245,049"
363810,535,"246,300"
363825,535,"27,300"
363910,535,"171,834"
363915,535,"153,862"
363960,535,"193,269"
363965,535,"258,591"
363975,535,"177,789"
364000,535,"169,622"
364005,535,"177,800"
364020,535,"183,400"
364050,535,"181,600"
364059,535,"147,500"
364090,535,"253,300"
364106,535,"24,758"
364121,535,"50,000"
364135,535,"51,000"
364150,535,"264,635"
364155,535,"175,300"
364161,535,"156,200"
364170,535,"294,041"
364175,535,"101,400"
364180,535,"154,500"
364200,535,"227,505"
364225,535,"163,248"
364260,535,"178,265"
364265,535,"188,987"
364270,535,"200,444"
364275,535,"177,400"
364280,535,"199,081"
364285,535,"226,328"
364290,535,"228,300"
364300,535,"24,900"
364320,535,"151,000"
364330,535,"208,853"
364335,535,"284,239"
364350,535,"143,000"
364355,535,"205,950"
364390,535,"27,368"
364400,535,"167,000"
364410,535,"200,269"
364415,535,"160,059"
364420,535,"187,728"
364440,535,"193,589"
364450,535,"216,934"
364455,535,"30,300"
364470,535,"190,188"
364480,535,"209,700"
364485,535,"153,700"
364495,535,"187,394"
364500,535,"168,600"
364505,535,"193,000"
364510,535,"26,429"
364515,535,"192,760"
364525,535,"194,519"
364530,535,"190,737"
364545,535,"194,145"
364550,535,"155,465"
364560,535,"226,667"
364565,535,"193,792"
364580,535,"185,800"
364585,535,"176,770"
364610,535,"171,900"
364624,535,"194,583"
364629,535,"116,556"
364634,535,"146,800"
364645,535,"193,319"
364670,535,"168,535"
364690,535,"193,087"
364710,535,"182,300"
364720,535,"216,169"
364735,535,"175,007"
364746,535,"44,800"
364761,535,"31,290"
364771,535,"172,220"
364776,535,"264,000"
364793,535,"153,242"
364802,535,"206,900"
364813,535,"142,163"
364846,535,"157,400"
364851,535,"197,000"
364856,535,"146,333"
364865,535,"170,000"
364875,535,"177,726"
364890,535,"231,111"
364895,535,"219,000"
364910,535,"150,500"
364915,535,"126,700"
364920,535,"184,575"
364940,535,"205,950"
364955,535,"26,707"
364960,535,"208,900"
364965,535,"196,145"
364970,535,"136,000"
364990,535,"156,000"
364995,535,"165,189"
365000,535,"174,330"
365005,535,"166,900"
365040,535,"193,589"
365049,535,"237,593"
365054,535,"202,600"
365059,535,"190,000"
365069,535,"223,213"
365084,535,"28,114"
365090,535,"149,100"
365095,535,"194,587"
365110,535,"191,481"
365115,535,"180,000"
365120,535,"239,400"
365130,535,"233,077"
365140,535,"177,582"
365145,535,"176,660"
365150,535,"192,934"
365165,535,"200,000"
365180,535,"159,300"
365195,535,"215,129"
365210,535,"194,450"
365215,535,"204,178"
365220,535,"234,904"
365225,535,"181,867"
365235,535,"180,346"
365240,535,"186,150"
365245,535,"220,000"
365260,535,"115,444"
365275,535,"174,300"
365280,535,"187,587"
365290,535,"179,582"
365305,535,"27,300"
365320,535,"172,407"
365325,535,"211,632"
365330,535,"245,049"
365340,535,"211,632"
365355,535,"198,481"
365360,535,"182,320"
365390,535,"183,009"
365395,535,"182,065"
365401,535,"24,400"
365406,535,"182,347"
365416,535,"186,297"
365465,535,"199,700"
365475,535,"293,367"
365480,535,"200,900"
365490,535,"247,191"
365495,535,"185,333"
365500,535,"193,792"
365510,535,"170,000"
365515,535,"154,600"
365520,535,"113,500"
365525,535,"33,500"
365560,535,"135,417"
365565,535,"80,000"
365575,535,"158,667"
365580,535,"215,630"
365600,535,"188,457"
365605,535,"38,000"
365610,535,"177,789"
365615,535,"185,500"
365635,535,"190,000"
365640,535,"211,400"
365645,535,"199,081"
365650,535,"183,100"
365670,535,"131,000"
365675,535,"237,140"
365690,535,"173,905"
365715,535,"185,783"
365720,535,"194,450"
365725,535,"219,707"
365730,535,"205,950"
365740,535,"183,092"
365760,535,"300,000"
365770,535,"179,088"
365790,535,"128,122"
365805,535,"212,141"
365810,535,"139,300"
365815,535,"200,000"
365820,535,"219,707"
365830,535,"193,833"
365865,535,"140,000"
365875,535,"172,556"
365890,535,"180,953"
365900,535,"161,778"
365905,535,"181,600"
365910,535,"52,832"
365925,535,"187,232"
365945,535,"151,900"
365975,535,"132,333"
365981,535,"134,900"
365991,535,"168,900"
366020,535,"164,000"
366025,535,"35,000"
366029,535,"192,000"
366037,535,"174,770"
366041,535,"72,700"
366053,535,"179,400"
366093,535,"264,636"
366108,535,"185,800"
366121,535,"57,833"
366153,535,"215,000"
366165,535,"168,900"
366167,535,"182,431"
366174,535,"118,300"
366192,535,"215,333"
366250,535,"168,600"
366254,535,"196,605"
366258,535,"183,773"
366262,535,"173,000"
366266,535,"166,488"
366270,535,"197,400"
366282,535,"226,667"
366290,535,"229,570"
366302,535,"23,384"
366306,535,"135,844"
366310,535,"173,100"
366314,535,"196,554"
366330,535,"188,467"
366334,535,"171,833"
366338,535,"187,587"
366342,535,"137,000"
366346,535,"189,432"
366358,535,"181,260"
366362,535,"126,192"
366366,535,"138,200"
366370,535,"187,500"
366374,535,"196,700"
366390,535,"190,000"
366402,535,"211,632"
366414,535,"84,400"
366426,535,"170,000"
366446,535,"173,187"
366450,535,"177,799"
366454,535,"187,800"
366458,535,"185,800"
366462,535,"176,342"
366466,535,"172,367"
366472,535,"35,435"
366498,535,"177,582"
366502,535,"186,400"
366506,535,"200,622"
366530,535,"168,900"
366534,535,"188,900"
366566,535,"85,556"
366582,535,"193,269"
366586,535,"26,500"
366598,535,"49,730"
366606,535,"170,000"
366610,535,"187,587"
366621,535,"205,950"
366625,535,"183,630"
366629,535,"178,024"
366666,535,"197,970"
366677,535,"167,367"
366689,535,"183,067"
366693,535,"136,000"
366697,535,"211,632"
366702,535,"230,771"
366710,535,"170,220"
366726,535,"223,832"
366730,535,"200,000"
366734,535,"177,400"
366738,535,"188,933"
366746,535,"177,400"
366758,535,"99,400"
366770,535,"264,000"
366774,535,"168,800"
366782,535,"205,950"
366810,535,"177,000"
366830,535,"181,683"
366850,535,"205,950"
366858,535,"160,892"
366862,535,"137,037"
366874,535,"24,500"
366884,535,"178,081"
366890,535,"163,238"
366894,535,"214,561"
366898,535,"167,535"
366910,535,"206,600"
366918,535,"177,789"
366930,535,"180,600"
366934,535,"39,690"
366938,535,"159,969"
366958,535,"160,008"
366962,535,"194,200"
366970,535,"243,630"
366978,535,"163,225"
366990,535,"243,857"
367010,535,0
367014,535,"26,500"
367018,535,"239,500"
367022,535,"175,600"
367026,535,"167,535"
367038,535,"66,300"
367050,535,"166,333"
367058,535,"111,534"
367074,535,"133,800"
367086,535,"200,221"
367102,535,"120,500"
367106,535,"152,000"
367110,535,"186,967"
367114,535,"194,454"
367118,535,"197,479"
367122,535,"170,000"
367142,535,"189,263"
367154,535,"163,778"
367158,535,"227,198"
367170,535,"235,200"
367178,535,"182,946"
367198,535,"188,006"
367214,535,"189,432"
367221,535,"182,124"
367225,535,"215,300"
367229,535,"202,292"
367233,535,"192,508"
367266,535,"165,600"
367286,535,"185,800"
367290,535,"189,257"
367294,535,"182,320"
367306,535,"256,722"
367326,535,"205,950"
367338,535,"194,248"
367374,535,"192,233"
367402,535,"157,000"
367430,535,"191,594"
367441,535,"159,487"
367446,535,"157,578"
367450,535,"169,173"
367454,535,"181,400"
367458,535,"131,000"
367462,535,"182,594"
367466,535,"177,300"
367486,535,"141,027"
367490,535,"149,495"
367498,535,"211,632"
367506,535,"177,696"
367510,535,"197,100"
367518,535,"163,304"
367526,535,"170,000"
367530,535,"229,570"
367566,535,"237,660"
367570,535,"139,176"
367578,535,"31,300"
367586,535,"181,932"
367590,535,"168,900"
367597,535,"179,880"
367610,535,"186,400"
367650,535,"181,600"
367662,535,"221,300"
367702,535,"178,700"
367706,535,"120,247"
367718,535,"185,783"
367722,535,"96,800"
367726,535,"118,300"
367734,535,"101,900"
367739,535,"181,500"
367747,535,"127,067"
367751,535,"193,000"
367771,535,"182,027"
367778,535,"139,800"
367782,535,"191,416"
367794,535,"167,859"
367806,535,"178,387"
367810,535,"119,029"
367818,535,"182,413"
367850,535,"143,500"
367854,535,"177,400"
367858,535,"170,000"
367870,535,"188,460"
367878,535,"187,500"
367882,535,"189,432"
367890,535,"214,631"
367894,535,"197,000"
367902,535,"126,490"
367910,535,"141,583"
367914,535,"172,700"
367918,535,"75,800"
367926,535,"169,335"
367930,535,"166,866"
367934,535,"181,600"
367946,535,"113,500"
367983,535,"147,800"
367987,535,"177,789"
367991,535,"187,573"
368025,535,"70,000"
368041,535,"172,950"
368045,535,"178,900"
368059,535,"188,467"
368085,535,"194,587"
368087,535,"189,335"
368091,535,"156,157"
368093,535,"177,013"
368095,535,"180,994"
368099,535,"83,333"
368101,535,"205,950"
368105,535,"189,300"
368117,535,"200,269"
368123,535,"185,015"
368125,535,"175,600"
368131,535,"219,500"
368133,535,"114,815"
368135,535,"184,720"
368137,535,"185,167"
368141,535,"194,568"
368151,535,"160,730"
368153,535,"65,900"
368159,535,"177,587"
368171,535,"176,414"
368181,535,"150,500"
368183,535,"186,900"
368187,535,"210,037"
368193,535,"138,200"
368195,535,"194,027"
368197,535,"187,831"
368219,535,"156,827"
368223,535,"181,257"
368227,535,"194,810"
368233,535,"105,982"
368235,535,"149,289"
368251,535,"182,693"
368252,535,"177,400"
368257,535,"99,433"
368259,535,"190,000"
368261,535,"177,400"
368269,535,"194,587"
368271,535,"194,587"
368273,535,"31,900"
368275,535,"175,600"
368281,535,"198,041"
368283,535,"118,519"
368285,535,"181,600"
368287,535,"182,693"
368292,535,"172,400"
368294,535,"223,700"
368300,535,"172,700"
368314,535,"167,100"
368316,535,"177,582"
368320,535,"161,734"
368322,535,"183,300"
368325,535,"205,950"
368327,535,"187,667"
368333,535,"130,900"
368339,535,"181,600"
368341,535,"218,071"
368345,535,"188,919"
368351,535,"173,900"
368357,535,"170,289"
368363,535,"137,300"
368373,535,"176,245"
368375,535,"21,700"
368381,535,"122,505"
368383,535,"177,582"
368403,535,"170,091"
368407,535,"211,632"
368409,535,"194,200"
368411,535,"211,632"
368413,535,"185,000"
368427,535,"197,600"
368429,535,"172,000"
368433,535,"191,000"
368437,535,"190,000"
368439,535,"170,000"
368445,535,"168,800"
368447,535,"200,269"
368451,535,"181,600"
368463,535,"185,800"
368465,535,"119,907"
368467,535,"175,083"
368473,535,"202,627"
368490,535,"188,467"
368521,535,"182,944"
368524,535,"194,587"
368536,535,"205,950"
368547,535,"185,700"
368548,535,"166,250"
368558,535,"182,946"
368564,535,"205,950"
368570,535,"189,433"
368583,535,"167,535"
368585,535,"205,950"
368587,535,"157,786"
368591,535,"185,500"
368593,535,"194,027"
368597,535,"190,000"
368605,535,"189,333"
368619,535,"118,300"
368629,535,"193,815"
368645,535,"144,900"
368649,535,"198,944"
368659,535,"185,303"
368673,535,"182,942"
368689,535,"143,500"
368691,535,"182,341"
368692,535,"29,300"
368729,535,"177,913"
368732,535,"148,700"
368737,535,"131,574"
368738,535,"234,189"
368743,535,"169,500"
368744,535,"180,477"
368747,535,"173,100"
368749,535,"158,000"
368759,535,"171,900"
368767,535,"181,500"
368777,535,"156,401"
368783,535,"185,000"
368795,535,"189,400"
368798,535,"203,800"
368804,535,"141,300"
368808,535,"146,600"
368810,535,"155,709"
368818,535,"200,900"
368826,535,"196,606"
368831,535,"191,590"
368833,535,"90,700"
368835,535,"181,296"
368841,535,"130,900"
368847,535,"173,535"
368849,535,"204,900"
368851,535,"166,306"
368853,535,"136,000"
368855,535,"204,178"
368859,535,"177,552"
368861,535,"76,841"
368863,535,"173,100"
368873,535,"163,506"
368875,535,"177,729"
368877,535,"130,000"
368879,535,"190,000"
368883,535,"180,600"
368887,535,"189,878"
368889,535,"186,120"
368895,535,"188,263"
368899,535,"41,900"
368903,535,"185,800"
368905,535,"179,500"
368913,535,"176,009"
368917,535,"222,780"
368919,535,"173,100"
368927,535,"193,500"
368937,535,"174,376"
368939,535,"156,200"
368945,535,"148,937"
368955,535,"168,200"
368967,535,"204,321"
368971,535,"185,800"
368981,535,"131,667"
368989,535,"199,826"
368995,535,"176,389"
368997,535,"108,004"
369007,535,"177,700"
369019,535,"172,367"
369021,535,"133,400"
369025,535,"86,500"
369033,535,"215,300"
369035,535,"189,300"
369036,535,"187,619"
369039,535,"175,769"
369043,535,"113,667"
369056,535,"87,800"
369074,535,"194,027"
369078,535,"169,489"
369082,535,"200,269"
369097,535,"181,600"
369115,535,"73,326"
369119,535,"136,000"
369121,535,"176,337"
369129,535,"129,000"
369137,535,"168,900"
369141,535,"47,617"
369147,535,"151,000"
369151,535,"194,587"
369153,535,"205,580"
369161,535,"174,864"
369167,535,"168,900"
369177,535,"191,590"
369193,535,"237,310"
369201,535,"250,153"
369203,535,"236,500"
369213,535,"176,900"
369223,535,"189,321"
369229,535,"165,164"
369233,535,"147,071"
369237,535,"166,708"
369239,535,"208,900"
369241,535,"22,800"
369243,535,"181,600"
369249,535,"144,900"
369255,535,"219,500"
369257,535,"33,957"
369269,535,"173,100"
369274,535,"152,000"
369292,535,"194,543"
418230,535,"181,600"
418262,535,"91,433"
418300,535,"181,600"
418365,535,"126,296"
418368,535,"183,652"
418373,535,"182,122"
440700,535,"153,971"
523541,535,"175,600"
545760,535,"186,400"
642370,535,"209,388"
642371,535,"231,016"
681602,535,"177,400"
681606,535,"173,100"
709563,535,"195,087"
709568,535,"135,700"
709569,535,"159,365"
709584,535,"216,750"
709589,535,"130,370"
709591,535,"187,310"
709621,535,"182,320"
709622,535,"26,500"
709624,535,"181,600"
709625,535,"95,800"
709629,535,"177,400"
709631,535,"181,684"
709634,535,"204,000"
730410,535,"157,400"
730426,535,"188,279"
730606,535,"170,000"
730626,535,"126,500"
730811,535,"185,900"
730927,535,"138,297"
730976,535,"197,037"
732828,535,"140,600"
735210,535,"140,856"
800370,535,"194,581"
802387,535,"200,906"
805376,535,"189,900"
805383,535,"167,000"
805388,535,"183,292"
805901,535,"182,056"
805908,535,"145,000"
805912,535,"169,700"
805924,535,"181,600"
805929,535,"175,173"
805932,535,"179,180"
806014,535,"148,899"
806022,535,"180,600"
806030,535,"181,000"
806050,535,"191,749"
806057,535,"138,400"
806065,535,"181,500"
806073,535,"134,000"
806076,535,"167,347"
838639,535,"171,438"
845586,535,"143,500"
845786,535,"125,926"
860568,535,"223,631"
872945,535,"169,877"
873045,535,"199,333"
873062,535,"169,400"
873074,535,"197,100"
873928,535,"177,630"
873930,535,"169,683"
874239,535,"154,900"
874255,535,"90,931"
938657,535,"174,559"
946270,535,"159,700"
965883,535,"132,000"
965949,535,"184,913"
966125,535,"178,100"
966140,535,"143,800"
966147,535,"206,100"
966587,535,"200,000"
971238,535,"128,894"
971244,535,"171,000"
971256,535,"186,180"
971295,535,"27,100"
971298,535,"185,800"
972805,535,"168,900"
972812,535,"172,200"
972820,535,"142,212"
972825,535,"135,000"
972835,535,"118,499"
979180,535,"210,059"
997763,535,"191,829"
1025104,535,"187,000"
1025141,535,"183,500"
1025222,535,"170,000"
1025661,535,"181,333"
1025668,535,"127,000"
1025680,535,"96,700"
1025683,535,"172,700"
1025687,535,"185,500"
1025712,535,"186,656"
1025714,535,"126,780"
1025720,535,"182,600"
1025728,535,"163,500"
1025740,535,"176,833"
1025744,535,"164,600"
1025745,535,"186,746"
1026517,535,"176,000"
1027330,535,"148,700"
1027342,535,"182,400"
1027352,535,"187,500"
1027738,535,"66,200"
1028160,535,"200,000"
1028850,535,"172,700"
1041492,535,"186,000"
1041520,535,"189,400"
1041550,535,"172,600"
1041558,535,"140,600"
1041582,535,"110,200"
1042063,535,"188,430"
1042069,535,"150,000"
1042111,535,"167,000"
1042876,535,"187,900"
1043264,535,"187,900"
1048647,535,"94,082"
1048727,535,"200,000"
148921,535,"211,700"
223176,535,"247,431"
249870,535,"165,800"
280682,535,"100,610"
362831,535,"138,642"
363570,535,"183,477"
364345,535,"224,390"
366137,535,"20,000"
366219,535,"218,341"
366219,535,"38,611"
366278,535,"237,310"
367162,535,"206,900"
367534,535,"230,531"
367841,535,"152,000"
368217,535,"160,500"
368502,535,"20,000"
368697,535,"144,564"
368708,535,"212,484"
369062,535,"173,921"
411917,535,"199,799"
416222,535,"238,719"
417136,535,"218,400"
417825,535,"412,655"
417865,535,"254,843"
417921,535,"213,139"
480536,535,"231,500"
481471,535,"159,348"
519524,535,"197,600"
603709,535,"410,529"
604098,535,"273,200"
642219,535,"367,713"
681007,535,"33,463"
681426,535,"199,840"
700417,535,"119,800"
702164,535,"20,000"
731659,535,"245,000"
732148,535,"301,834"
732230,535,"238,000"
734851,535,"241,000"
734897,535,"231,316"
734899,535,"222,197"
755722,535,"133,544"
839052,535,"255,000"
971305,535,"179,558"
1004121,535,"220,740"
1007784,535,"318,472"
1007806,535,"174,513"
1007951,535,"249,235"
1007954,535,"143,729"
1007959,535,"234,374"
1007965,535,"100,000"
1007976,535,"194,445"
1008004,535,"161,600"
1008119,535,"177,733"
1008122,535,"249,235"
1008821,535,"189,000"
1032177,535,"56,800"
1032215,535,"334,744"
1032348,535,"210,240"
1035908,535,"164,700"
1039629,535,"177,317"
1048662,535,"211,330"
755555,535,"277,037"
755571,535,"172,104"
755593,535,"184,356"
755621,535,"178,880"
755811,535,"143,000"
800835,535,"184,490"
818223,535,"132,816"
838844,535,"166,313"
857121,535,"261,700"
857125,535,"152,187"
857128,535,"101,083"
857151,535,"97,200"
857167,535,"168,816"
873939,535,"29,700"
873947,535,"184,300"
995021,535,"511,902"
996617,535,"131,711"
996627,535,"312,265"
996629,535,"143,700"
996631,535,"171,832"
996636,535,"204,236"
996717,535,"131,700"
818294,536,"494,000"
828564,536,"460,000"
1002708,536,"171,935"
1003392,536,"310,361"
1003427,536,"291,254"
1003619,536,"372,786"
160566,536,"198,787"
177955,536,"147,443"
178093,536,"166,700"
180449,536,"199,363"
180501,536,"273,303"
180513,536,"189,095"
180529,536,"20,000"
342204,536,"267,222"
522589,536,"149,100"
734212,536,"99,636"
994599,536,"148,700"
176339,536,"150,000"
177140,536,"30,000"
179267,536,"90,261"
